nhs_england_region,date,new_deaths_with_positive_test,cumulative_deaths_with_positive_test,new_deaths_without_positive_test,cumulative_deaths_without_positive_test,new_deaths_total,cumulative_deaths_total,data_subject_to_change
South West,2021-02-17,20,4244,1,218,21,4462,FALSE
South West,2021-02-18,21,4265,2,220,23,4485,FALSE
South West,2021-02-19,19,4284,3,223,22,4507,FALSE
South West,2021-02-20,14,4298,3,226,17,4524,FALSE
South West,2021-02-21,16,4314,2,228,18,4542,FALSE
South West,2021-02-22,12,4326,1,229,13,4555,FALSE
South West,2021-02-23,6,4332,4,233,10,4565,FALSE
South West,2021-02-24,11,4343,5,238,16,4581,FALSE
South West,2021-02-25,13,4356,1,239,14,4595,FALSE
South West,2021-02-26,7,4363,1,240,8,4603,FALSE
South West,2021-02-27,7,4370,3,243,10,4613,FALSE
South West,2021-02-28,11,4381,3,246,14,4627,FALSE
South West,2021-03-01,15,4396,0,246,15,4642,FALSE
South West,2021-03-02,8,4404,0,246,8,4650,FALSE
South West,2021-03-03,3,4407,1,247,4,4654,FALSE
South West,2021-03-04,4,4411,2,249,6,4660,FALSE
South West,2021-03-05,4,4415,0,249,4,4664,FALSE
South West,2021-03-06,7,4422,2,251,9,4673,FALSE
South West,2021-03-07,1,4423,1,252,2,4675,FALSE
South West,2021-03-08,9,4432,2,254,11,4686,FALSE
South West,2021-03-09,4,4436,3,257,7,4693,FALSE
South West,2021-03-10,4,4440,2,259,6,4699,FALSE
South West,2021-03-11,3,4443,1,260,4,4703,FALSE
South West,2021-03-12,3,4446,0,260,3,4706,FALSE
South West,2021-03-13,5,4451,1,261,6,4712,FALSE
South West,2021-03-14,2,4453,2,263,4,4716,FALSE
South West,2021-03-15,3,4456,0,263,3,4719,FALSE
South West,2021-03-16,2,4458,1,264,3,4722,FALSE
South West,2021-03-17,4,4462,0,264,4,4726,FALSE
South West,2021-03-18,1,4463,0,264,1,4727,FALSE
South West,2021-03-19,3,4466,0,264,3,4730,FALSE
South West,2021-03-20,1,4467,0,264,1,4731,FALSE
South West,2021-03-21,4,4471,1,265,5,4736,FALSE
South West,2021-03-22,2,4473,0,265,2,4738,FALSE
South West,2021-03-23,2,4475,1,266,3,4741,FALSE
South West,2021-03-24,1,4476,0,266,1,4742,FALSE
South West,2021-03-25,2,4478,1,267,3,4745,FALSE
South West,2021-03-26,1,4479,1,268,2,4747,FALSE
South West,2021-03-27,1,4480,0,268,1,4748,FALSE
South West,2021-03-28,1,4481,0,268,1,4749,FALSE
South West,2021-03-29,0,4481,1,269,1,4750,FALSE
South West,2021-03-30,0,4481,1,270,1,4751,FALSE
South West,2021-03-31,2,4483,0,270,2,4753,FALSE
South West,2021-04-01,1,4484,0,270,1,4754,FALSE
South West,2021-04-02,0,4484,0,270,0,4754,FALSE
South West,2021-04-03,2,4486,0,270,2,4756,FALSE
South West,2021-04-04,1,4487,0,270,1,4757,FALSE
South West,2021-04-05,2,4489,2,272,4,4761,FALSE
South West,2021-04-06,0,4489,0,272,0,4761,FALSE
South West,2021-04-07,3,4492,1,273,4,4765,FALSE
South West,2021-04-08,2,4494,0,273,2,4767,FALSE
South West,2021-04-09,1,4495,1,274,2,4769,FALSE
South West,2021-04-10,1,4496,0,274,1,4770,FALSE
South West,2021-04-11,1,4497,1,275,2,4772,FALSE
South West,2021-04-12,2,4499,0,275,2,4774,FALSE
South West,2021-04-13,0,4499,1,276,1,4775,FALSE
South West,2021-04-14,0,4499,0,276,0,4775,FALSE
South West,2021-04-15,0,4499,0,276,0,4775,FALSE
South West,2021-04-16,0,4499,0,276,0,4775,FALSE
South West,2021-04-17,2,4501,0,276,2,4777,FALSE
South West,2021-04-18,1,4502,0,276,1,4778,FALSE
South West,2021-04-19,0,4502,0,276,0,4778,FALSE
South West,2021-04-20,2,4504,0,276,2,4780,FALSE
South West,2021-04-21,3,4507,0,276,3,4783,FALSE
South West,2021-04-22,4,4511,0,276,4,4787,FALSE
South West,2021-04-23,1,4512,0,276,1,4788,FALSE
South West,2021-04-24,0,4512,0,276,0,4788,FALSE
South West,2021-04-25,0,4512,0,276,0,4788,FALSE
South West,2021-04-26,1,4513,0,276,1,4789,FALSE
South West,2021-04-27,1,4514,0,276,1,4790,FALSE
South West,2021-04-28,2,4516,0,276,2,4792,FALSE
South West,2021-04-29,1,4517,0,276,1,4793,FALSE
South West,2021-04-30,2,4519,0,276,2,4795,FALSE
South West,2021-05-01,0,4519,0,276,0,4795,FALSE
South West,2021-05-02,2,4521,0,276,2,4797,FALSE
South West,2021-05-03,1,4522,0,276,1,4798,FALSE
South West,2021-05-04,2,4524,0,276,2,4800,FALSE
South West,2021-05-05,0,4524,0,276,0,4800,FALSE
South West,2021-05-06,0,4524,0,276,0,4800,FALSE
South West,2021-05-07,1,4525,0,276,1,4801,FALSE
South West,2021-05-08,1,4526,0,276,1,4802,FALSE
South West,2021-05-09,1,4527,0,276,1,4803,FALSE
South West,2021-05-10,0,4527,0,276,0,4803,FALSE
South West,2021-05-11,0,4527,0,276,0,4803,FALSE
South West,2021-05-12,0,4527,0,276,0,4803,FALSE
South West,2021-05-13,0,4527,0,276,0,4803,FALSE
South West,2021-05-14,0,4527,0,276,0,4803,FALSE
South West,2021-05-15,0,4527,1,277,1,4804,FALSE
South West,2021-05-16,0,4527,0,277,0,4804,FALSE
South West,2021-05-17,0,4527,0,277,0,4804,FALSE
South West,2021-05-18,0,4527,0,277,0,4804,FALSE
South West,2021-05-19,1,4528,0,277,1,4805,FALSE
South West,2021-05-20,0,4528,0,277,0,4805,FALSE
South West,2021-05-21,0,4528,0,277,0,4805,FALSE
South West,2021-05-22,0,4528,0,277,0,4805,FALSE
South West,2021-05-23,0,4528,0,277,0,4805,FALSE
South West,2021-05-24,0,4528,0,277,0,4805,FALSE
South West,2021-05-25,0,4528,0,277,0,4805,FALSE
South West,2021-05-26,0,4528,0,277,0,4805,FALSE
South West,2021-05-27,0,4528,0,277,0,4805,FALSE
South West,2021-05-28,0,4528,0,277,0,4805,FALSE
South West,2021-05-29,0,4528,0,277,0,4805,FALSE
South West,2021-05-30,0,4528,0,277,0,4805,FALSE
South West,2021-05-31,0,4528,0,277,0,4805,FALSE
South West,2021-06-01,0,4528,0,277,0,4805,FALSE
South West,2021-06-02,0,4528,0,277,0,4805,FALSE
South West,2021-06-03,0,4528,0,277,0,4805,FALSE
South West,2021-06-04,0,4528,0,277,0,4805,FALSE
South West,2021-06-05,0,4528,0,277,0,4805,TRUE
South West,2021-06-06,0,4528,0,277,0,4805,TRUE
South West,2021-06-07,0,4528,0,277,0,4805,TRUE
South West,2021-06-08,0,4528,0,277,0,4805,TRUE
South West,2021-06-09,0,4528,0,277,0,4805,TRUE
