nhs_england_region,date,new_deaths_with_positive_test,cumulative_deaths_with_positive_test,new_deaths_without_positive_test,cumulative_deaths_without_positive_test,new_deaths_total,cumulative_deaths_total,data_subject_to_change
Midlands,2020-03-09,1,4,0,0,1,4,FALSE
Midlands,2020-03-10,0,4,0,0,0,4,FALSE
Midlands,2020-03-11,2,6,0,0,2,6,FALSE
Midlands,2020-03-12,6,12,0,0,6,12,FALSE
Midlands,2020-03-13,5,17,0,0,5,17,FALSE
Midlands,2020-03-14,4,21,0,0,4,21,FALSE
Midlands,2020-03-15,5,26,0,0,5,26,FALSE
Midlands,2020-03-16,11,37,0,0,11,37,FALSE
Midlands,2020-03-17,8,45,0,0,8,45,FALSE
Midlands,2020-03-18,13,58,0,0,13,58,FALSE
Midlands,2020-03-19,8,66,0,0,8,66,FALSE
Midlands,2020-03-20,28,94,0,0,28,94,FALSE
Midlands,2020-03-21,13,107,0,0,13,107,FALSE
Midlands,2020-03-22,31,138,0,0,31,138,FALSE
Midlands,2020-03-23,33,171,0,0,33,171,FALSE
Midlands,2020-03-24,41,212,0,0,41,212,FALSE
Midlands,2020-03-25,48,260,0,0,48,260,FALSE
Midlands,2020-03-26,64,324,0,0,64,324,FALSE
Midlands,2020-03-27,72,396,0,0,72,396,FALSE
Midlands,2020-03-28,89,485,0,0,89,485,FALSE
Midlands,2020-03-29,92,577,0,0,92,577,FALSE
Midlands,2020-03-30,90,667,0,0,90,667,FALSE
Midlands,2020-03-31,123,790,1,1,124,791,FALSE
Midlands,2020-04-01,140,930,0,1,140,931,FALSE
Midlands,2020-04-02,142,1072,0,1,142,1073,FALSE
Midlands,2020-04-03,124,1196,0,1,124,1197,FALSE
Midlands,2020-04-04,151,1347,0,1,151,1348,FALSE
Midlands,2020-04-05,164,1511,2,3,166,1514,FALSE
Midlands,2020-04-06,140,1651,0,3,140,1654,FALSE
Midlands,2020-04-07,123,1774,0,3,123,1777,FALSE
Midlands,2020-04-08,186,1960,1,4,187,1964,FALSE
Midlands,2020-04-09,140,2100,0,4,140,2104,FALSE
Midlands,2020-04-10,127,2227,0,4,127,2231,FALSE
Midlands,2020-04-11,142,2369,0,4,142,2373,FALSE
Midlands,2020-04-12,139,2508,1,5,140,2513,FALSE
Midlands,2020-04-13,121,2629,0,5,121,2634,FALSE
Midlands,2020-04-14,116,2745,0,5,116,2750,FALSE
Midlands,2020-04-15,147,2892,0,5,147,2897,FALSE
Midlands,2020-04-16,102,2994,0,5,102,2999,FALSE
Midlands,2020-04-17,118,3112,0,5,118,3117,FALSE
Midlands,2020-04-18,115,3227,0,5,115,3232,FALSE
Midlands,2020-04-19,93,3320,0,5,93,3325,FALSE
Midlands,2020-04-20,107,3427,1,6,108,3433,FALSE
Midlands,2020-04-21,87,3514,0,6,87,3520,FALSE
Midlands,2020-04-22,78,3592,0,6,78,3598,FALSE
Midlands,2020-04-23,103,3695,0,6,103,3701,FALSE
Midlands,2020-04-24,79,3774,4,10,83,3784,FALSE
Midlands,2020-04-25,72,3846,2,12,74,3858,FALSE
Midlands,2020-04-26,81,3927,6,18,87,3945,FALSE
Midlands,2020-04-27,74,4001,8,26,82,4027,FALSE
Midlands,2020-04-28,68,4069,5,31,73,4100,FALSE
Midlands,2020-04-29,53,4122,7,38,60,4160,FALSE
Midlands,2020-04-30,56,4178,1,39,57,4217,FALSE
Midlands,2020-05-01,65,4243,4,43,69,4286,FALSE
Midlands,2020-05-02,51,4294,4,47,55,4341,FALSE
Midlands,2020-05-03,52,4346,2,49,54,4395,FALSE
Midlands,2020-05-04,61,4407,9,58,70,4465,FALSE
Midlands,2020-05-05,59,4466,2,60,61,4526,FALSE
Midlands,2020-05-06,59,4525,7,67,66,4592,FALSE
Midlands,2020-05-07,48,4573,4,71,52,4644,FALSE
Midlands,2020-05-08,34,4607,7,78,41,4685,FALSE
Midlands,2020-05-09,37,4644,3,81,40,4725,FALSE
Midlands,2020-05-10,42,4686,3,84,45,4770,FALSE
Midlands,2020-05-11,33,4719,2,86,35,4805,FALSE
Midlands,2020-05-12,45,4764,11,97,56,4861,FALSE
Midlands,2020-05-13,40,4804,5,102,45,4906,FALSE
Midlands,2020-05-14,39,4843,2,104,41,4947,FALSE
Midlands,2020-05-15,40,4883,3,107,43,4990,FALSE
Midlands,2020-05-16,34,4917,5,112,39,5029,FALSE
Midlands,2020-05-17,31,4948,2,114,33,5062,FALSE
Midlands,2020-05-18,37,4985,7,121,44,5106,FALSE
Midlands,2020-05-19,35,5020,9,130,44,5150,FALSE
Midlands,2020-05-20,36,5056,1,131,37,5187,FALSE
Midlands,2020-05-21,32,5088,6,137,38,5225,FALSE
Midlands,2020-05-22,27,5115,3,140,30,5255,FALSE
Midlands,2020-05-23,34,5149,2,142,36,5291,FALSE
Midlands,2020-05-24,20,5169,4,146,24,5315,FALSE
Midlands,2020-05-25,26,5195,2,148,28,5343,FALSE
Midlands,2020-05-26,33,5228,0,148,33,5376,FALSE
Midlands,2020-05-27,29,5257,1,149,30,5406,FALSE
Midlands,2020-05-28,28,5285,2,151,30,5436,FALSE
Midlands,2020-05-29,20,5305,4,155,24,5460,FALSE
Midlands,2020-05-30,21,5326,4,159,25,5485,FALSE
Midlands,2020-05-31,22,5348,5,164,27,5512,FALSE
Midlands,2020-06-01,20,5368,3,167,23,5535,FALSE
Midlands,2020-06-02,22,5390,3,170,25,5560,FALSE
Midlands,2020-06-03,24,5414,5,175,29,5589,FALSE
Midlands,2020-06-04,16,5430,3,178,19,5608,FALSE
Midlands,2020-06-05,21,5451,4,182,25,5633,FALSE
Midlands,2020-06-06,20,5471,4,186,24,5657,FALSE
Midlands,2020-06-07,17,5488,4,190,21,5678,FALSE
Midlands,2020-06-08,16,5504,3,193,19,5697,FALSE
Midlands,2020-06-09,18,5522,1,194,19,5716,FALSE
Midlands,2020-06-10,15,5537,6,200,21,5737,FALSE
Midlands,2020-06-11,13,5550,2,202,15,5752,FALSE
Midlands,2020-06-12,12,5562,2,204,14,5766,FALSE
Midlands,2020-06-13,6,5568,2,206,8,5774,FALSE
Midlands,2020-06-14,18,5586,3,209,21,5795,FALSE
Midlands,2020-06-15,12,5598,3,212,15,5810,FALSE
Midlands,2020-06-16,15,5613,2,214,17,5827,FALSE
Midlands,2020-06-17,11,5624,2,216,13,5840,FALSE
Midlands,2020-06-18,15,5639,3,219,18,5858,FALSE
Midlands,2020-06-19,10,5649,3,222,13,5871,FALSE
Midlands,2020-06-20,15,5664,2,224,17,5888,FALSE
Midlands,2020-06-21,14,5678,1,225,15,5903,FALSE
Midlands,2020-06-22,14,5692,1,226,15,5918,FALSE
Midlands,2020-06-23,16,5708,1,227,17,5935,FALSE
Midlands,2020-06-24,15,5723,1,228,16,5951,FALSE
Midlands,2020-06-25,19,5742,0,228,19,5970,FALSE
Midlands,2020-06-26,5,5747,3,231,8,5978,FALSE
Midlands,2020-06-27,5,5752,2,233,7,5985,FALSE
Midlands,2020-06-28,7,5759,0,233,7,5992,FALSE
Midlands,2020-06-29,6,5765,2,235,8,6000,FALSE
Midlands,2020-06-30,6,5771,2,237,8,6008,FALSE
Midlands,2020-07-01,7,5778,1,238,8,6016,FALSE
Midlands,2020-07-02,10,5788,0,238,10,6026,FALSE
Midlands,2020-07-03,3,5791,1,239,4,6030,FALSE
Midlands,2020-07-04,4,5795,0,239,4,6034,FALSE
Midlands,2020-07-05,6,5801,1,240,7,6041,FALSE
Midlands,2020-07-06,5,5806,0,240,5,6046,FALSE
Midlands,2020-07-07,3,5809,1,241,4,6050,FALSE
Midlands,2020-07-08,5,5814,1,242,6,6056,FALSE
Midlands,2020-07-09,9,5823,0,242,9,6065,FALSE
Midlands,2020-07-10,3,5826,2,244,5,6070,FALSE
Midlands,2020-07-11,0,5826,1,245,1,6071,FALSE
Midlands,2020-07-12,5,5831,0,245,5,6076,FALSE
Midlands,2020-07-13,1,5832,0,245,1,6077,FALSE
Midlands,2020-07-14,1,5833,2,247,3,6080,FALSE
Midlands,2020-07-15,6,5839,1,248,7,6087,FALSE
Midlands,2020-07-16,2,5841,0,248,2,6089,FALSE
Midlands,2020-07-17,3,5844,2,250,5,6094,FALSE
Midlands,2020-07-18,3,5847,1,251,4,6098,FALSE
Midlands,2020-07-19,3,5850,0,251,3,6101,FALSE
Midlands,2020-07-20,3,5853,0,251,3,6104,FALSE
Midlands,2020-07-21,1,5854,1,252,2,6106,FALSE
Midlands,2020-07-22,2,5856,0,252,2,6108,FALSE
Midlands,2020-07-23,6,5862,1,253,7,6115,FALSE
Midlands,2020-07-24,1,5863,1,254,2,6117,FALSE
Midlands,2020-07-25,4,5867,0,254,4,6121,FALSE
Midlands,2020-07-26,4,5871,2,256,6,6127,FALSE
Midlands,2020-07-27,5,5876,1,257,6,6133,FALSE
Midlands,2020-07-28,1,5877,0,257,1,6134,FALSE
Midlands,2020-07-29,1,5878,2,259,3,6137,FALSE
Midlands,2020-07-30,1,5879,2,261,3,6140,FALSE
Midlands,2020-07-31,2,5881,1,262,3,6143,FALSE
Midlands,2020-08-01,0,5881,1,263,1,6144,FALSE
Midlands,2020-08-02,1,5882,0,263,1,6145,FALSE
Midlands,2020-08-03,2,5884,0,263,2,6147,FALSE
Midlands,2020-08-04,1,5885,0,263,1,6148,FALSE
Midlands,2020-08-05,1,5886,0,263,1,6149,FALSE
Midlands,2020-08-06,0,5886,0,263,0,6149,FALSE
Midlands,2020-08-07,3,5889,0,263,3,6152,FALSE
Midlands,2020-08-08,2,5891,2,265,4,6156,FALSE
Midlands,2020-08-09,0,5891,0,265,0,6156,FALSE
Midlands,2020-08-10,0,5891,1,266,1,6157,FALSE
Midlands,2020-08-11,2,5893,0,266,2,6159,FALSE
Midlands,2020-08-12,0,5893,1,267,1,6160,FALSE
Midlands,2020-08-13,0,5893,1,268,1,6161,FALSE
Midlands,2020-08-14,0,5893,1,269,1,6162,FALSE
Midlands,2020-08-15,1,5894,1,270,2,6164,FALSE
Midlands,2020-08-16,0,5894,2,272,2,6166,FALSE
Midlands,2020-08-17,0,5894,0,272,0,6166,FALSE
Midlands,2020-08-18,0,5894,1,273,1,6167,FALSE
Midlands,2020-08-19,0,5894,1,274,1,6168,FALSE
Midlands,2020-08-20,0,5894,1,275,1,6169,FALSE
Midlands,2020-08-21,1,5895,0,275,1,6170,FALSE
Midlands,2020-08-22,0,5895,0,275,0,6170,FALSE
Midlands,2020-08-23,0,5895,0,275,0,6170,FALSE
Midlands,2020-08-24,0,5895,0,275,0,6170,FALSE
Midlands,2020-08-25,2,5897,2,277,4,6174,FALSE
Midlands,2020-08-26,3,5900,0,277,3,6177,FALSE
Midlands,2020-08-27,2,5902,1,278,3,6180,FALSE
Midlands,2020-08-28,1,5903,0,278,1,6181,FALSE
Midlands,2020-08-29,0,5903,0,278,0,6181,FALSE
Midlands,2020-08-30,2,5905,0,278,2,6183,FALSE
Midlands,2020-08-31,1,5906,1,279,2,6185,FALSE
Midlands,2020-09-01,0,5906,0,279,0,6185,FALSE
Midlands,2020-09-02,2,5908,0,279,2,6187,FALSE
Midlands,2020-09-03,0,5908,0,279,0,6187,FALSE
Midlands,2020-09-04,0,5908,0,279,0,6187,FALSE
Midlands,2020-09-05,0,5908,0,279,0,6187,FALSE
Midlands,2020-09-06,1,5909,0,279,1,6188,FALSE
Midlands,2020-09-07,1,5910,0,279,1,6189,FALSE
Midlands,2020-09-08,3,5913,0,279,3,6192,FALSE
Midlands,2020-09-09,0,5913,0,279,0,6192,FALSE
Midlands,2020-09-10,1,5914,0,279,1,6193,FALSE
Midlands,2020-09-11,1,5915,2,281,3,6196,FALSE
Midlands,2020-09-12,2,5917,1,282,3,6199,FALSE
Midlands,2020-09-13,4,5921,0,282,4,6203,FALSE
Midlands,2020-09-14,1,5922,0,282,1,6204,FALSE
Midlands,2020-09-15,2,5924,0,282,2,6206,FALSE
Midlands,2020-09-16,3,5927,0,282,3,6209,FALSE
Midlands,2020-09-17,2,5929,1,283,3,6212,FALSE
Midlands,2020-09-18,5,5934,1,284,6,6218,FALSE
Midlands,2020-09-19,2,5936,1,285,3,6221,FALSE
Midlands,2020-09-20,7,5943,0,285,7,6228,FALSE
Midlands,2020-09-21,3,5946,1,286,4,6232,FALSE
Midlands,2020-09-22,5,5951,1,287,6,6238,FALSE
Midlands,2020-09-23,10,5961,0,287,10,6248,FALSE
Midlands,2020-09-24,7,5968,0,287,7,6255,FALSE
Midlands,2020-09-25,4,5972,0,287,4,6259,FALSE
Midlands,2020-09-26,5,5977,0,287,5,6264,FALSE
Midlands,2020-09-27,9,5986,1,288,10,6274,FALSE
Midlands,2020-09-28,6,5992,0,288,6,6280,FALSE
Midlands,2020-09-29,4,5996,0,288,4,6284,FALSE
Midlands,2020-09-30,5,6001,0,288,5,6289,FALSE
Midlands,2020-10-01,8,6009,1,289,9,6298,FALSE
Midlands,2020-10-02,7,6016,0,289,7,6305,FALSE
Midlands,2020-10-03,6,6022,0,289,6,6311,FALSE
Midlands,2020-10-04,7,6029,1,290,8,6319,FALSE
Midlands,2020-10-05,6,6035,0,290,6,6325,FALSE
Midlands,2020-10-06,5,6040,1,291,6,6331,FALSE
Midlands,2020-10-07,9,6049,2,293,11,6342,FALSE
Midlands,2020-10-08,8,6057,0,293,8,6350,FALSE
Midlands,2020-10-09,7,6064,0,293,7,6357,FALSE
Midlands,2020-10-10,2,6066,1,294,3,6360,FALSE
Midlands,2020-10-11,15,6081,1,295,16,6376,FALSE
Midlands,2020-10-12,7,6088,1,296,8,6384,FALSE
Midlands,2020-10-13,16,6104,2,298,18,6402,FALSE
Midlands,2020-10-14,13,6117,2,300,15,6417,FALSE
Midlands,2020-10-15,11,6128,1,301,12,6429,FALSE
Midlands,2020-10-16,18,6146,0,301,18,6447,FALSE
Midlands,2020-10-17,25,6171,2,303,27,6474,FALSE
Midlands,2020-10-18,11,6182,2,305,13,6487,FALSE
Midlands,2020-10-19,14,6196,0,305,14,6501,FALSE
Midlands,2020-10-20,19,6215,2,307,21,6522,FALSE
Midlands,2020-10-21,15,6230,3,310,18,6540,FALSE
Midlands,2020-10-22,34,6264,1,311,35,6575,FALSE
Midlands,2020-10-23,32,6296,2,313,34,6609,FALSE
Midlands,2020-10-24,25,6321,2,315,27,6636,FALSE
Midlands,2020-10-25,30,6351,1,316,31,6667,FALSE
Midlands,2020-10-26,33,6384,1,317,34,6701,FALSE
Midlands,2020-10-27,38,6422,0,317,38,6739,FALSE
Midlands,2020-10-28,30,6452,1,318,31,6770,FALSE
Midlands,2020-10-29,42,6494,1,319,43,6813,FALSE
Midlands,2020-10-30,42,6536,2,321,44,6857,FALSE
Midlands,2020-10-31,50,6586,0,321,50,6907,FALSE
Midlands,2020-11-01,44,6630,2,323,46,6953,FALSE
Midlands,2020-11-02,58,6688,0,323,58,7011,FALSE
Midlands,2020-11-03,37,6725,3,326,40,7051,FALSE
Midlands,2020-11-04,67,6792,0,326,67,7118,FALSE
Midlands,2020-11-05,50,6842,1,327,51,7169,FALSE
Midlands,2020-11-06,43,6885,1,328,44,7213,FALSE
Midlands,2020-11-07,60,6945,0,328,60,7273,FALSE
Midlands,2020-11-08,55,7000,3,331,58,7331,FALSE
Midlands,2020-11-09,67,7067,3,334,70,7401,FALSE
Midlands,2020-11-10,68,7135,1,335,69,7470,FALSE
Midlands,2020-11-11,58,7193,0,335,58,7528,FALSE
Midlands,2020-11-12,64,7257,1,336,65,7593,FALSE
Midlands,2020-11-13,47,7304,2,338,49,7642,FALSE
Midlands,2020-11-14,66,7370,3,341,69,7711,FALSE
Midlands,2020-11-15,72,7442,2,343,74,7785,FALSE
Midlands,2020-11-16,66,7508,3,346,69,7854,FALSE
Midlands,2020-11-17,66,7574,7,353,73,7927,FALSE
Midlands,2020-11-18,83,7657,5,358,88,8015,FALSE
Midlands,2020-11-19,73,7730,7,365,80,8095,FALSE
Midlands,2020-11-20,88,7818,0,365,88,8183,FALSE
Midlands,2020-11-21,59,7877,3,368,62,8245,FALSE
Midlands,2020-11-22,84,7961,0,368,84,8329,FALSE
Midlands,2020-11-23,80,8041,2,370,82,8411,FALSE
Midlands,2020-11-24,73,8114,3,373,76,8487,FALSE
Midlands,2020-11-25,74,8188,4,377,78,8565,FALSE
Midlands,2020-11-26,77,8265,1,378,78,8643,FALSE
Midlands,2020-11-27,78,8343,6,384,84,8727,FALSE
Midlands,2020-11-28,80,8423,4,388,84,8811,FALSE
Midlands,2020-11-29,86,8509,3,391,89,8900,FALSE
Midlands,2020-11-30,79,8588,2,393,81,8981,FALSE
Midlands,2020-12-01,74,8662,4,397,78,9059,FALSE
Midlands,2020-12-02,64,8726,3,400,67,9126,FALSE
Midlands,2020-12-03,82,8808,3,403,85,9211,FALSE
Midlands,2020-12-04,67,8875,2,405,69,9280,FALSE
Midlands,2020-12-05,71,8946,1,406,72,9352,FALSE
Midlands,2020-12-06,75,9021,0,406,75,9427,FALSE
Midlands,2020-12-07,68,9089,2,408,70,9497,FALSE
Midlands,2020-12-08,66,9155,5,413,71,9568,FALSE
Midlands,2020-12-09,64,9219,4,417,68,9636,FALSE
Midlands,2020-12-10,75,9294,4,421,79,9715,FALSE
Midlands,2020-12-11,65,9359,4,425,69,9784,FALSE
Midlands,2020-12-12,81,9440,3,428,84,9868,FALSE
Midlands,2020-12-13,79,9519,3,431,82,9950,FALSE
Midlands,2020-12-14,77,9596,4,435,81,10031,FALSE
Midlands,2020-12-15,73,9669,4,439,77,10108,FALSE
Midlands,2020-12-16,74,9743,2,441,76,10184,FALSE
Midlands,2020-12-17,86,9829,6,447,92,10276,FALSE
Midlands,2020-12-18,81,9910,3,450,84,10360,FALSE
Midlands,2020-12-19,57,9967,6,456,63,10423,FALSE
Midlands,2020-12-20,67,10034,6,462,73,10496,FALSE
Midlands,2020-12-21,86,10120,3,465,89,10585,FALSE
Midlands,2020-12-22,74,10194,3,468,77,10662,FALSE
Midlands,2020-12-23,58,10252,5,473,63,10725,FALSE
Midlands,2020-12-24,68,10320,4,477,72,10797,FALSE
Midlands,2020-12-25,81,10401,3,480,84,10881,FALSE
Midlands,2020-12-26,74,10475,3,483,77,10958,FALSE
Midlands,2020-12-27,87,10562,5,488,92,11050,FALSE
Midlands,2020-12-28,64,10626,3,491,67,11117,FALSE
Midlands,2020-12-29,83,10709,6,497,89,11206,FALSE
Midlands,2020-12-30,100,10809,9,506,109,11315,FALSE
Midlands,2020-12-31,89,10898,5,511,94,11409,FALSE
Midlands,2021-01-01,77,10975,6,517,83,11492,FALSE
Midlands,2021-01-02,76,11051,5,522,81,11573,FALSE
Midlands,2021-01-03,71,11122,5,527,76,11649,FALSE
Midlands,2021-01-04,96,11218,6,533,102,11751,FALSE
Midlands,2021-01-05,107,11325,10,543,117,11868,FALSE
Midlands,2021-01-06,112,11437,6,549,118,11986,FALSE
Midlands,2021-01-07,106,11543,3,552,109,12095,FALSE
Midlands,2021-01-08,131,11674,7,559,138,12233,FALSE
Midlands,2021-01-09,142,11816,3,562,145,12378,FALSE
Midlands,2021-01-10,122,11938,2,564,124,12502,FALSE
Midlands,2021-01-11,149,12087,10,574,159,12661,FALSE
Midlands,2021-01-12,161,12248,5,579,166,12827,FALSE
Midlands,2021-01-13,141,12389,7,586,148,12975,FALSE
Midlands,2021-01-14,157,12546,7,593,164,13139,FALSE
Midlands,2021-01-15,131,12677,8,601,139,13278,FALSE
Midlands,2021-01-16,151,12828,6,607,157,13435,FALSE
Midlands,2021-01-17,159,12987,4,611,163,13598,FALSE
Midlands,2021-01-18,164,13151,3,614,167,13765,FALSE
Midlands,2021-01-19,157,13308,8,622,165,13930,FALSE
Midlands,2021-01-20,152,13460,8,630,160,14090,FALSE
Midlands,2021-01-21,158,13618,6,636,164,14254,FALSE
Midlands,2021-01-22,161,13779,3,639,164,14418,FALSE
Midlands,2021-01-23,142,13921,2,641,144,14562,FALSE
Midlands,2021-01-24,169,14090,6,647,175,14737,FALSE
Midlands,2021-01-25,155,14245,8,655,163,14900,FALSE
Midlands,2021-01-26,144,14389,5,660,149,15049,FALSE
Midlands,2021-01-27,139,14528,13,673,152,15201,FALSE
Midlands,2021-01-28,141,14669,5,678,146,15347,FALSE
Midlands,2021-01-29,151,14820,4,682,155,15502,FALSE
Midlands,2021-01-30,124,14944,8,690,132,15634,FALSE
Midlands,2021-01-31,113,15057,10,700,123,15757,FALSE
Midlands,2021-02-01,137,15194,7,707,144,15901,FALSE
Midlands,2021-02-02,131,15325,7,714,138,16039,FALSE
Midlands,2021-02-03,135,15460,3,717,138,16177,FALSE
Midlands,2021-02-04,111,15571,5,722,116,16293,FALSE
Midlands,2021-02-05,111,15682,7,729,118,16411,FALSE
Midlands,2021-02-06,93,15775,11,740,104,16515,FALSE
Midlands,2021-02-07,109,15884,10,750,119,16634,FALSE
Midlands,2021-02-08,100,15984,9,759,109,16743,FALSE
Midlands,2021-02-09,97,16081,8,767,105,16848,FALSE
Midlands,2021-02-10,95,16176,10,777,105,16953,FALSE
Midlands,2021-02-11,92,16268,5,782,97,17050,FALSE
Midlands,2021-02-12,88,16356,5,787,93,17143,FALSE
Midlands,2021-02-13,67,16423,13,800,80,17223,FALSE
Midlands,2021-02-14,83,16506,13,813,96,17319,FALSE
Midlands,2021-02-15,86,16592,11,824,97,17416,FALSE
Midlands,2021-02-16,78,16670,16,840,94,17510,FALSE
Midlands,2021-02-17,67,16737,8,848,75,17585,FALSE
Midlands,2021-02-18,67,16804,7,855,74,17659,FALSE
Midlands,2021-02-19,54,16858,10,865,64,17723,FALSE
Midlands,2021-02-20,67,16925,10,875,77,17800,FALSE
Midlands,2021-02-21,56,16981,6,881,62,17862,FALSE
Midlands,2021-02-22,53,17034,8,889,61,17923,FALSE
Midlands,2021-02-23,58,17092,11,900,69,17992,FALSE
Midlands,2021-02-24,51,17143,6,906,57,18049,FALSE
Midlands,2021-02-25,52,17195,11,917,63,18112,FALSE
Midlands,2021-02-26,42,17237,4,921,46,18158,FALSE
Midlands,2021-02-27,45,17282,4,925,49,18207,FALSE
Midlands,2021-02-28,46,17328,4,929,50,18257,FALSE
Midlands,2021-03-01,41,17369,5,934,46,18303,FALSE
Midlands,2021-03-02,31,17400,7,941,38,18341,FALSE
Midlands,2021-03-03,38,17438,9,950,47,18388,FALSE
Midlands,2021-03-04,31,17469,3,953,34,18422,FALSE
Midlands,2021-03-05,37,17506,2,955,39,18461,FALSE
Midlands,2021-03-06,21,17527,5,960,26,18487,FALSE
Midlands,2021-03-07,16,17543,6,966,22,18509,FALSE
Midlands,2021-03-08,32,17575,6,972,38,18547,FALSE
Midlands,2021-03-09,22,17597,3,975,25,18572,FALSE
Midlands,2021-03-10,24,17621,5,980,29,18601,FALSE
Midlands,2021-03-11,24,17645,6,986,30,18631,FALSE
Midlands,2021-03-12,26,17671,5,991,31,18662,FALSE
Midlands,2021-03-13,21,17692,4,995,25,18687,FALSE
Midlands,2021-03-14,15,17707,4,999,19,18706,FALSE
Midlands,2021-03-15,18,17725,5,1004,23,18729,FALSE
Midlands,2021-03-16,13,17738,5,1009,18,18747,FALSE
Midlands,2021-03-17,19,17757,4,1013,23,18770,FALSE
Midlands,2021-03-18,15,17772,3,1016,18,18788,FALSE
Midlands,2021-03-19,11,17783,1,1017,12,18800,FALSE
Midlands,2021-03-20,17,17800,7,1024,24,18824,FALSE
Midlands,2021-03-21,14,17814,2,1026,16,18840,FALSE
Midlands,2021-03-22,14,17828,5,1031,19,18859,FALSE
Midlands,2021-03-23,13,17841,5,1036,18,18877,FALSE
Midlands,2021-03-24,5,17846,0,1036,5,18882,FALSE
Midlands,2021-03-25,9,17855,3,1039,12,18894,FALSE
Midlands,2021-03-26,9,17864,0,1039,9,18903,FALSE
Midlands,2021-03-27,6,17870,2,1041,8,18911,FALSE
Midlands,2021-03-28,4,17874,1,1042,5,18916,FALSE
Midlands,2021-03-29,11,17885,3,1045,14,18930,FALSE
Midlands,2021-03-30,8,17893,1,1046,9,18939,FALSE
Midlands,2021-03-31,10,17903,2,1048,12,18951,FALSE
Midlands,2021-04-01,7,17910,2,1050,9,18960,FALSE
Midlands,2021-04-02,7,17917,3,1053,10,18970,FALSE
Midlands,2021-04-03,5,17922,3,1056,8,18978,FALSE
Midlands,2021-04-04,5,17927,3,1059,8,18986,FALSE
Midlands,2021-04-05,4,17931,1,1060,5,18991,FALSE
Midlands,2021-04-06,5,17936,4,1064,9,19000,FALSE
Midlands,2021-04-07,3,17939,1,1065,4,19004,FALSE
Midlands,2021-04-08,5,17944,0,1065,5,19009,FALSE
Midlands,2021-04-09,4,17948,3,1068,7,19016,FALSE
Midlands,2021-04-10,3,17951,1,1069,4,19020,FALSE
Midlands,2021-04-11,4,17955,0,1069,4,19024,FALSE
Midlands,2021-04-12,6,17961,0,1069,6,19030,FALSE
Midlands,2021-04-13,3,17964,0,1069,3,19033,FALSE
Midlands,2021-04-14,2,17966,3,1072,5,19038,FALSE
Midlands,2021-04-15,2,17968,2,1074,4,19042,FALSE
Midlands,2021-04-16,2,17970,1,1075,3,19045,FALSE
Midlands,2021-04-17,2,17972,5,1080,7,19052,FALSE
Midlands,2021-04-18,5,17977,2,1082,7,19059,FALSE
Midlands,2021-04-19,3,17980,0,1082,3,19062,FALSE
Midlands,2021-04-20,1,17981,2,1084,3,19065,FALSE
Midlands,2021-04-21,2,17983,1,1085,3,19068,FALSE
Midlands,2021-04-22,3,17986,2,1087,5,19073,FALSE
Midlands,2021-04-23,10,17996,2,1089,12,19085,FALSE
Midlands,2021-04-24,0,17996,1,1090,1,19086,FALSE
Midlands,2021-04-25,3,17999,1,1091,4,19090,FALSE
Midlands,2021-04-26,2,18001,6,1097,8,19098,FALSE
Midlands,2021-04-27,2,18003,0,1097,2,19100,FALSE
Midlands,2021-04-28,1,18004,0,1097,1,19101,FALSE
Midlands,2021-04-29,1,18005,0,1097,1,19102,FALSE
Midlands,2021-04-30,2,18007,0,1097,2,19104,FALSE
Midlands,2021-05-01,2,18009,0,1097,2,19106,FALSE
Midlands,2021-05-02,1,18010,0,1097,1,19107,FALSE
Midlands,2021-05-03,4,18014,1,1098,5,19112,FALSE
Midlands,2021-05-04,1,18015,0,1098,1,19113,FALSE
Midlands,2021-05-05,2,18017,1,1099,3,19116,FALSE
Midlands,2021-05-06,1,18018,0,1099,1,19117,FALSE
Midlands,2021-05-07,1,18019,0,1099,1,19118,FALSE
Midlands,2021-05-08,1,18020,0,1099,1,19119,FALSE
Midlands,2021-05-09,0,18020,0,1099,0,19119,FALSE
Midlands,2021-05-10,0,18020,0,1099,0,19119,FALSE
Midlands,2021-05-11,1,18021,1,1100,2,19121,FALSE
Midlands,2021-05-12,2,18023,0,1100,2,19123,FALSE
Midlands,2021-05-13,1,18024,2,1102,3,19126,FALSE
Midlands,2021-05-14,2,18026,0,1102,2,19128,FALSE
Midlands,2021-05-15,3,18029,0,1102,3,19131,FALSE
Midlands,2021-05-16,0,18029,0,1102,0,19131,FALSE
Midlands,2021-05-17,1,18030,1,1103,2,19133,FALSE
Midlands,2021-05-18,2,18032,0,1103,2,19135,FALSE
Midlands,2021-05-19,0,18032,0,1103,0,19135,FALSE
Midlands,2021-05-20,0,18032,0,1103,0,19135,FALSE
Midlands,2021-05-21,2,18034,0,1103,2,19137,FALSE
Midlands,2021-05-22,1,18035,0,1103,1,19138,FALSE
Midlands,2021-05-23,1,18036,0,1103,1,19139,FALSE
Midlands,2021-05-24,2,18038,0,1103,2,19141,FALSE
Midlands,2021-05-25,1,18039,0,1103,1,19142,FALSE
Midlands,2021-05-26,2,18041,0,1103,2,19144,FALSE
Midlands,2021-05-27,1,18042,1,1104,2,19146,FALSE
Midlands,2021-05-28,2,18044,0,1104,2,19148,FALSE
Midlands,2021-05-29,2,18046,0,1104,2,19150,FALSE
