ltla_name,ltla_code,start_date,end_date,dose,age_band,vaccines,population,percent_vaccine
Kingston upon Thames,E09000021,2020-12-08,2021-04-04,1st dose,60-64,7608,8136,0.9351032448377581
Lambeth,E09000022,2020-12-08,2021-04-04,1st dose,60-64,10921,12007,0.9095527608894811
Lewisham,E09000023,2020-12-08,2021-04-04,1st dose,60-64,10971,12418,0.8834755999355773
Merton,E09000024,2020-12-08,2021-04-04,1st dose,60-64,9069,9285,0.9767366720516962
Newham,E09000025,2020-12-08,2021-04-04,1st dose,60-64,10498,12562,0.8356949530329565
Redbridge,E09000026,2020-12-08,2021-04-04,1st dose,60-64,12497,13914,0.8981601264913037
Richmond upon Thames,E09000027,2020-12-08,2021-04-04,1st dose,60-64,9549,10117,0.9438568745675595
Southwark,E09000028,2020-12-08,2021-04-04,1st dose,60-64,11172,12755,0.875891807134457
Sutton,E09000029,2020-12-08,2021-04-04,1st dose,60-64,9680,10118,0.9567108124135204
Tower Hamlets,E09000030,2020-12-08,2021-04-04,1st dose,60-64,7355,9368,0.7851195559350982
Waltham Forest,E09000031,2020-12-08,2021-04-04,1st dose,60-64,10100,11507,0.87772660119927
Wandsworth,E09000032,2020-12-08,2021-04-04,1st dose,60-64,10591,11417,0.9276517473942366
Westminster,E09000033,2020-12-08,2021-04-04,1st dose,60-64,7820,11313,0.6912401661805003
Barking and Dagenham,E09000002,2020-12-08,2021-04-04,1st dose,65-69,5237,5920,0.8846283783783784
Barnet,E09000003,2020-12-08,2021-04-04,1st dose,65-69,13979,15698,0.8904956045356096
Bexley,E09000004,2020-12-08,2021-04-04,1st dose,65-69,10046,10353,0.9703467593934125
Brent,E09000005,2020-12-08,2021-04-04,1st dose,65-69,10636,12597,0.8443280146066524
Bromley,E09000006,2020-12-08,2021-04-04,1st dose,65-69,13735,14671,0.9362006679844591
Camden,E09000007,2020-12-08,2021-04-04,1st dose,65-69,6434,9112,0.7061018437225637
Croydon,E09000008,2020-12-08,2021-04-04,1st dose,65-69,13566,15576,0.8709553158705701
Ealing,E09000009,2020-12-08,2021-04-04,1st dose,65-69,12165,13679,0.8893193946925945
Enfield,E09000010,2020-12-08,2021-04-04,1st dose,65-69,11423,12344,0.9253888528839922
Greenwich,E09000011,2020-12-08,2021-04-04,1st dose,65-69,8345,8990,0.9282536151279199
Hackney and City of London,E09000012,2020-12-08,2021-04-04,1st dose,65-69,6458,7527,0.8579779460608477
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-04,1st dose,65-69,4899,5999,0.8166361060176696
Haringey,E09000014,2020-12-08,2021-04-04,1st dose,65-69,7563,8823,0.8571914314858892
Harrow,E09000015,2020-12-08,2021-04-04,1st dose,65-69,10592,11252,0.9413437611091362
Havering,E09000016,2020-12-08,2021-04-04,1st dose,65-69,11052,11826,0.9345509893455098
Hillingdon,E09000017,2020-12-08,2021-04-04,1st dose,65-69,10934,11284,0.9689826302729528
Hounslow,E09000018,2020-12-08,2021-04-04,1st dose,65-69,9583,10368,0.9242862654320988
Islington,E09000019,2020-12-08,2021-04-04,1st dose,65-69,5719,6477,0.8829705110390613
Kensington and Chelsea,E09000020,2020-12-08,2021-04-04,1st dose,65-69,4896,7035,0.6959488272921108
Kingston upon Thames,E09000021,2020-12-08,2021-04-04,1st dose,65-69,6364,6902,0.9220515792523906
Lambeth,E09000022,2020-12-08,2021-04-04,1st dose,65-69,7730,8575,0.9014577259475218
Lewisham,E09000023,2020-12-08,2021-04-04,1st dose,65-69,7675,8735,0.8786491127647396
Merton,E09000024,2020-12-08,2021-04-04,1st dose,65-69,7219,7672,0.9409541188738269
Newham,E09000025,2020-12-08,2021-04-04,1st dose,65-69,7833,9208,0.8506733275412685
Redbridge,E09000026,2020-12-08,2021-04-04,1st dose,65-69,10249,11505,0.8908300738809214
Richmond upon Thames,E09000027,2020-12-08,2021-04-04,1st dose,65-69,7921,8790,0.9011376564277588
Southwark,E09000028,2020-12-08,2021-04-04,1st dose,65-69,7419,8555,0.8672121566335477
Sutton,E09000029,2020-12-08,2021-04-04,1st dose,65-69,8044,8431,0.9540979717708457
Tower Hamlets,E09000030,2020-12-08,2021-04-04,1st dose,65-69,5378,7146,0.7525888609012035
Waltham Forest,E09000031,2020-12-08,2021-04-04,1st dose,65-69,7644,8887,0.8601327782153708
Wandsworth,E09000032,2020-12-08,2021-04-04,1st dose,65-69,8102,9258,0.8751350183624973
Westminster,E09000033,2020-12-08,2021-04-04,1st dose,65-69,6019,9731,0.6185386907820368
Barking and Dagenham,E09000002,2020-12-08,2021-04-04,1st dose,70-74,4288,4836,0.8866832092638545
Barnet,E09000003,2020-12-08,2021-04-04,1st dose,70-74,13272,14410,0.9210270645385149
Bexley,E09000004,2020-12-08,2021-04-04,1st dose,70-74,10069,10250,0.9823414634146341
Brent,E09000005,2020-12-08,2021-04-04,1st dose,70-74,8499,9845,0.8632808532249873
Bromley,E09000006,2020-12-08,2021-04-04,1st dose,70-74,14780,15383,0.9608008840928297
Camden,E09000007,2020-12-08,2021-04-04,1st dose,70-74,6049,8603,0.7031268162268975
Croydon,E09000008,2020-12-08,2021-04-04,1st dose,70-74,12623,13362,0.9446939080975901
Ealing,E09000009,2020-12-08,2021-04-04,1st dose,70-74,10448,10855,0.9625057577153385
Enfield,E09000010,2020-12-08,2021-04-04,1st dose,70-74,10149,10921,0.9293105027012178
Greenwich,E09000011,2020-12-08,2021-04-04,1st dose,70-74,7421,8074,0.9191231112212038
Hackney and City of London,E09000012,2020-12-08,2021-04-04,1st dose,70-74,5041,5876,0.8578965282505105
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-04,1st dose,70-74,4481,5365,0.835228331780056
Haringey,E09000014,2020-12-08,2021-04-04,1st dose,70-74,6345,7154,0.8869164103997763
Harrow,E09000015,2020-12-08,2021-04-04,1st dose,70-74,9235,9792,0.9431168300653595
Havering,E09000016,2020-12-08,2021-04-04,1st dose,70-74,11585,11960,0.9686454849498328
Hillingdon,E09000017,2020-12-08,2021-04-04,1st dose,70-74,9884,10449,0.9459278399846875
Hounslow,E09000018,2020-12-08,2021-04-04,1st dose,70-74,8255,8538,0.9668540641836496
Islington,E09000019,2020-12-08,2021-04-04,1st dose,70-74,5005,5651,0.8856839497434082
Kensington and Chelsea,E09000020,2020-12-08,2021-04-04,1st dose,70-74,4680,6734,0.694980694980695
Kingston upon Thames,E09000021,2020-12-08,2021-04-04,1st dose,70-74,6305,6460,0.9760061919504643
Lambeth,E09000022,2020-12-08,2021-04-04,1st dose,70-74,6100,6650,0.9172932330827067
Lewisham,E09000023,2020-12-08,2021-04-04,1st dose,70-74,6234,7101,0.8779045204900718
Merton,E09000024,2020-12-08,2021-04-04,1st dose,70-74,6506,6684,0.9733692399760623
Newham,E09000025,2020-12-08,2021-04-04,1st dose,70-74,5599,6507,0.8604579683417858
Redbridge,E09000026,2020-12-08,2021-04-04,1st dose,70-74,8953,9526,0.9398488347680034
Richmond upon Thames,E09000027,2020-12-08,2021-04-04,1st dose,70-74,8323,8506,0.9784857747472372
Southwark,E09000028,2020-12-08,2021-04-04,1st dose,70-74,5948,6822,0.871885077689827
Sutton,E09000029,2020-12-08,2021-04-04,1st dose,70-74,7980,8335,0.9574085182963408
Tower Hamlets,E09000030,2020-12-08,2021-04-04,1st dose,70-74,3944,4999,0.7889577915583117
Waltham Forest,E09000031,2020-12-08,2021-04-04,1st dose,70-74,6450,7494,0.8606885508406725
Wandsworth,E09000032,2020-12-08,2021-04-04,1st dose,70-74,7689,8167,0.9414717766621771
Westminster,E09000033,2020-12-08,2021-04-04,1st dose,70-74,5428,8237,0.6589777831734855
Barking and Dagenham,E09000002,2020-12-08,2021-04-04,1st dose,75-79,2945,3339,0.8820005989817311
Barnet,E09000003,2020-12-08,2021-04-04,1st dose,75-79,9730,10286,0.9459459459459459
Bexley,E09000004,2020-12-08,2021-04-04,1st dose,75-79,7496,7534,0.9949561985664985
Brent,E09000005,2020-12-08,2021-04-04,1st dose,75-79,6184,7339,0.8426216105736476
Bromley,E09000006,2020-12-08,2021-04-04,1st dose,75-79,10850,10705,1.0135450723960766
Camden,E09000007,2020-12-08,2021-04-04,1st dose,75-79,4522,5890,0.7677419354838709
Croydon,E09000008,2020-12-08,2021-04-04,1st dose,75-79,8879,9457,0.9388812519826584
Ealing,E09000009,2020-12-08,2021-04-04,1st dose,75-79,7326,7907,0.9265208043505755
Enfield,E09000010,2020-12-08,2021-04-04,1st dose,75-79,7462,8490,0.8789163722025913
Greenwich,E09000011,2020-12-08,2021-04-04,1st dose,75-79,5198,5356,0.9705003734129948
Hackney and City of London,E09000012,2020-12-08,2021-04-04,1st dose,75-79,3237,3981,0.813112283345893
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-04,1st dose,75-79,3145,3731,0.8429375502546235
Haringey,E09000014,2020-12-08,2021-04-04,1st dose,75-79,4304,4858,0.8859613009468917
Harrow,E09000015,2020-12-08,2021-04-04,1st dose,75-79,6926,7131,0.9712522787827794
Havering,E09000016,2020-12-08,2021-04-04,1st dose,75-79,8380,8453,0.9913640127765291
Hillingdon,E09000017,2020-12-08,2021-04-04,1st dose,75-79,7125,7522,0.947221483647966
Hounslow,E09000018,2020-12-08,2021-04-04,1st dose,75-79,5668,5929,0.9559790858492158
Islington,E09000019,2020-12-08,2021-04-04,1st dose,75-79,3363,3865,0.8701164294954722
Kensington and Chelsea,E09000020,2020-12-08,2021-04-04,1st dose,75-79,3574,4786,0.7467613873798579
Kingston upon Thames,E09000021,2020-12-08,2021-04-04,1st dose,75-79,4373,4393,0.9954473025267471
Lambeth,E09000022,2020-12-08,2021-04-04,1st dose,75-79,4063,4809,0.8448741942191724
Lewisham,E09000023,2020-12-08,2021-04-04,1st dose,75-79,4494,5115,0.8785923753665689
Merton,E09000024,2020-12-08,2021-04-04,1st dose,75-79,4437,4690,0.9460554371002132
Newham,E09000025,2020-12-08,2021-04-04,1st dose,75-79,3528,4733,0.745404605958166
Redbridge,E09000026,2020-12-08,2021-04-04,1st dose,75-79,6228,6814,0.9140005870267097
Richmond upon Thames,E09000027,2020-12-08,2021-04-04,1st dose,75-79,5934,5656,1.049151343705799
Southwark,E09000028,2020-12-08,2021-04-04,1st dose,75-79,3902,4777,0.8168306468494871
Sutton,E09000029,2020-12-08,2021-04-04,1st dose,75-79,5661,5720,0.9896853146853147
Tower Hamlets,E09000030,2020-12-08,2021-04-04,1st dose,75-79,2561,3465,0.7391053391053392
Waltham Forest,E09000031,2020-12-08,2021-04-04,1st dose,75-79,4605,5223,0.8816771970132108
Wandsworth,E09000032,2020-12-08,2021-04-04,1st dose,75-79,5200,5700,0.9122807017543859
Westminster,E09000033,2020-12-08,2021-04-04,1st dose,75-79,4187,5656,0.7402758132956153
Barking and Dagenham,E09000002,2020-12-08,2021-04-04,1st dose,80+,4585,5685,0.8065083553210203
Barnet,E09000003,2020-12-08,2021-04-04,1st dose,80+,14692,16910,0.8688350088704908
Bexley,E09000004,2020-12-08,2021-04-04,1st dose,80+,11523,12831,0.8980593874210896
Brent,E09000005,2020-12-08,2021-04-04,1st dose,80+,9106,11307,0.8053418236490669
Bromley,E09000006,2020-12-08,2021-04-04,1st dose,80+,16549,17418,0.9501090825582731
Camden,E09000007,2020-12-08,2021-04-04,1st dose,80+,5878,8858,0.6635809437796343
Croydon,E09000008,2020-12-08,2021-04-04,1st dose,80+,12972,14802,0.8763680583704905
Ealing,E09000009,2020-12-08,2021-04-04,1st dose,80+,10619,12405,0.8560257960499799
Enfield,E09000010,2020-12-08,2021-04-04,1st dose,80+,11524,12809,0.8996799125614802
Greenwich,E09000011,2020-12-08,2021-04-04,1st dose,80+,6736,7939,0.8484695805517067
Hackney and City of London,E09000012,2020-12-08,2021-04-04,1st dose,80+,4257,5950,0.7154621848739495
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-04,1st dose,80+,4228,5274,0.801668562760713
Haringey,E09000014,2020-12-08,2021-04-04,1st dose,80+,5914,7158,0.8262084381112043
Harrow,E09000015,2020-12-08,2021-04-04,1st dose,80+,10699,11813,0.9056971133496995
Havering,E09000016,2020-12-08,2021-04-04,1st dose,80+,12777,14470,0.8829993089149966
Hillingdon,E09000017,2020-12-08,2021-04-04,1st dose,80+,11134,12140,0.9171334431630972
Hounslow,E09000018,2020-12-08,2021-04-04,1st dose,80+,7737,8596,0.9000697999069335
Islington,E09000019,2020-12-08,2021-04-04,1st dose,80+,4378,5491,0.7973046803860864
Kensington and Chelsea,E09000020,2020-12-08,2021-04-04,1st dose,80+,4705,6494,0.7245149368647983
Kingston upon Thames,E09000021,2020-12-08,2021-04-04,1st dose,80+,6152,6990,0.8801144492131616
Lambeth,E09000022,2020-12-08,2021-04-04,1st dose,80+,5909,7466,0.7914545941601929
Lewisham,E09000023,2020-12-08,2021-04-04,1st dose,80+,6609,8037,0.8223217618514371
Merton,E09000024,2020-12-08,2021-04-04,1st dose,80+,6831,7421,0.9204958900417733
Newham,E09000025,2020-12-08,2021-04-04,1st dose,80+,4976,6780,0.7339233038348083
Redbridge,E09000026,2020-12-08,2021-04-04,1st dose,80+,9640,11007,0.8758063050785864
Richmond upon Thames,E09000027,2020-12-08,2021-04-04,1st dose,80+,7826,8440,0.9272511848341233
Southwark,E09000028,2020-12-08,2021-04-04,1st dose,80+,5512,6976,0.7901376146788991
Sutton,E09000029,2020-12-08,2021-04-04,1st dose,80+,8468,9136,0.9268826619964974
Tower Hamlets,E09000030,2020-12-08,2021-04-04,1st dose,80+,3936,5249,0.7498571156410745
Waltham Forest,E09000031,2020-12-08,2021-04-04,1st dose,80+,6533,8376,0.7799665711556829
Wandsworth,E09000032,2020-12-08,2021-04-04,1st dose,80+,7432,8501,0.8742500882249147
Westminster,E09000033,2020-12-08,2021-04-04,1st dose,80+,5605,9004,0.6225011106175034
Barking and Dagenham,E09000002,2020-12-08,2021-04-04,1st dose,Under 50,24162,104157,0.23197672744030645
Barnet,E09000003,2020-12-08,2021-04-04,1st dose,Under 50,54539,187000,0.2916524064171123
Bexley,E09000004,2020-12-08,2021-04-04,1st dose,Under 50,27104,109463,0.24760878104930434
Brent,E09000005,2020-12-08,2021-04-04,1st dose,Under 50,45309,162117,0.27948333610910636
Bromley,E09000006,2020-12-08,2021-04-04,1st dose,Under 50,34957,142938,0.24456057871244877
Camden,E09000007,2020-12-08,2021-04-04,1st dose,Under 50,28014,150931,0.18560799305642975
Croydon,E09000008,2020-12-08,2021-04-04,1st dose,Under 50,40450,175060,0.2310636353250314
Ealing,E09000009,2020-12-08,2021-04-04,1st dose,Under 50,40756,163390,0.24943999020747903
Enfield,E09000010,2020-12-08,2021-04-04,1st dose,Under 50,51569,154260,0.3342992350576948
Greenwich,E09000011,2020-12-08,2021-04-04,1st dose,Under 50,35895,149543,0.24003129534648898
Hackney and City of London,E09000012,2020-12-08,2021-04-04,1st dose,Under 50,29138,169053,0.17236014740939232
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-04,1st dose,Under 50,22471,101842,0.22064570609375306
Haringey,E09000014,2020-12-08,2021-04-04,1st dose,Under 50,29700,142612,0.20825736964631308
Harrow,E09000015,2020-12-08,2021-04-04,1st dose,Under 50,37267,112986,0.3298373249783159
Havering,E09000016,2020-12-08,2021-04-04,1st dose,Under 50,28975,112279,0.25806250500984157
Hillingdon,E09000017,2020-12-08,2021-04-04,1st dose,Under 50,38818,146830,0.2643737655792413
Hounslow,E09000018,2020-12-08,2021-04-04,1st dose,Under 50,33563,133725,0.25098523088427743
Islington,E09000019,2020-12-08,2021-04-04,1st dose,Under 50,25545,149650,0.17069829602405612
Kensington and Chelsea,E09000020,2020-12-08,2021-04-04,1st dose,Under 50,15006,75837,0.19787175125598322
Kingston upon Thames,E09000021,2020-12-08,2021-04-04,1st dose,Under 50,18907,87129,0.21700008034064433
Lambeth,E09000022,2020-12-08,2021-04-04,1st dose,Under 50,41684,193905,0.2149712488074057
Lewisham,E09000023,2020-12-08,2021-04-04,1st dose,Under 50,32111,164862,0.19477502395943275
Merton,E09000024,2020-12-08,2021-04-04,1st dose,Under 50,24550,101582,0.24167667500147663
Newham,E09000025,2020-12-08,2021-04-04,1st dose,Under 50,43233,199892,0.2162817921677706
Redbridge,E09000026,2020-12-08,2021-04-04,1st dose,Under 50,36942,148315,0.24907797592960929
Richmond upon Thames,E09000027,2020-12-08,2021-04-04,1st dose,Under 50,18638,87144,0.21387588359496926
Southwark,E09000028,2020-12-08,2021-04-04,1st dose,Under 50,36114,182180,0.19823251729059171
Sutton,E09000029,2020-12-08,2021-04-04,1st dose,Under 50,25243,92904,0.27171058296736417
Tower Hamlets,E09000030,2020-12-08,2021-04-04,1st dose,Under 50,39577,202323,0.19561295552161642
Waltham Forest,E09000031,2020-12-08,2021-04-04,1st dose,Under 50,29472,142624,0.206641238501234
Wandsworth,E09000032,2020-12-08,2021-04-04,1st dose,Under 50,43367,194071,0.22345945556007854
Westminster,E09000033,2020-12-08,2021-04-04,1st dose,Under 50,24930,142730,0.17466545225250474
Barking and Dagenham,E09000002,2020-12-08,2021-04-11,1st dose,50-54,10668,12493,0.8539181941887457
Barnet,E09000003,2020-12-08,2021-04-11,1st dose,50-54,20811,25906,0.8033274144985718
Bexley,E09000004,2020-12-08,2021-04-11,1st dose,50-54,14830,17554,0.8448216930614105
Brent,E09000005,2020-12-08,2021-04-11,1st dose,50-54,16767,20601,0.8138925294888598
Bromley,E09000006,2020-12-08,2021-04-11,1st dose,50-54,21029,24638,0.8535189544605893
Camden,E09000007,2020-12-08,2021-04-11,1st dose,50-54,10937,15685,0.6972904048453937
Croydon,E09000008,2020-12-08,2021-04-11,1st dose,50-54,20545,27372,0.7505845389449072
Ealing,E09000009,2020-12-08,2021-04-11,1st dose,50-54,19760,22964,0.8604772687685073
Enfield,E09000010,2020-12-08,2021-04-11,1st dose,50-54,17990,23032,0.7810871830496701
Greenwich,E09000011,2020-12-08,2021-04-11,1st dose,50-54,14689,17879,0.8215783880530231
Hackney and City of London,E09000012,2020-12-08,2021-04-11,1st dose,50-54,11934,15801,0.7552686538826656
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-11,1st dose,50-54,9523,11813,0.806145771607551
Haringey,E09000014,2020-12-08,2021-04-11,1st dose,50-54,14090,18035,0.7812586637094538
Harrow,E09000015,2020-12-08,2021-04-11,1st dose,50-54,13386,15752,0.8497968511934992
Havering,E09000016,2020-12-08,2021-04-11,1st dose,50-54,15010,17477,0.8588430508668535
Hillingdon,E09000017,2020-12-08,2021-04-11,1st dose,50-54,17219,19384,0.888309946347503
Hounslow,E09000018,2020-12-08,2021-04-11,1st dose,50-54,15566,17241,0.9028478626529783
Islington,E09000019,2020-12-08,2021-04-11,1st dose,50-54,10379,13271,0.7820812297490769
Kensington and Chelsea,E09000020,2020-12-08,2021-04-11,1st dose,50-54,7810,10961,0.7125262293586352
Kingston upon Thames,E09000021,2020-12-08,2021-04-11,1st dose,50-54,10344,11645,0.8882782310004294
Lambeth,E09000022,2020-12-08,2021-04-11,1st dose,50-54,15750,19322,0.815133009005279
Lewisham,E09000023,2020-12-08,2021-04-11,1st dose,50-54,14905,19642,0.7588331127176459
Merton,E09000024,2020-12-08,2021-04-11,1st dose,50-54,12047,13796,0.8732241229341838
Newham,E09000025,2020-12-08,2021-04-11,1st dose,50-54,15274,19171,0.796724218872255
Redbridge,E09000026,2020-12-08,2021-04-11,1st dose,50-54,15282,18783,0.8136080498322952
Richmond upon Thames,E09000027,2020-12-08,2021-04-11,1st dose,50-54,13385,14847,0.9015289284030444
Southwark,E09000028,2020-12-08,2021-04-11,1st dose,50-54,15960,19727,0.8090434429969078
Sutton,E09000029,2020-12-08,2021-04-11,1st dose,50-54,12700,14977,0.8479668825532484
Tower Hamlets,E09000030,2020-12-08,2021-04-11,1st dose,50-54,11341,14858,0.7632925023556333
Waltham Forest,E09000031,2020-12-08,2021-04-11,1st dose,50-54,13653,17548,0.7780373831775701
Wandsworth,E09000032,2020-12-08,2021-04-11,1st dose,50-54,15490,18164,0.8527857300154151
Westminster,E09000033,2020-12-08,2021-04-11,1st dose,50-54,10439,16678,0.6259143782228085
Barking and Dagenham,E09000002,2020-12-08,2021-04-11,1st dose,55-59,9346,10535,0.8871381110583768
Barnet,E09000003,2020-12-08,2021-04-11,1st dose,55-59,19569,22509,0.8693855791016927
Bexley,E09000004,2020-12-08,2021-04-11,1st dose,55-59,14891,16171,0.920845958815163
Brent,E09000005,2020-12-08,2021-04-11,1st dose,55-59,15700,19243,0.8158810996206413
Bromley,E09000006,2020-12-08,2021-04-11,1st dose,55-59,20359,21769,0.9352289953603748
Camden,E09000007,2020-12-08,2021-04-11,1st dose,55-59,9736,13034,0.7469694644775203
Croydon,E09000008,2020-12-08,2021-04-11,1st dose,55-59,20696,25680,0.8059190031152648
Ealing,E09000009,2020-12-08,2021-04-11,1st dose,55-59,18145,19705,0.920832276072063
Enfield,E09000010,2020-12-08,2021-04-11,1st dose,55-59,17674,20350,0.8685012285012285
Greenwich,E09000011,2020-12-08,2021-04-11,1st dose,55-59,13360,15300,0.873202614379085
Hackney and City of London,E09000012,2020-12-08,2021-04-11,1st dose,55-59,10921,12981,0.8413065249210384
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-11,1st dose,55-59,8368,9923,0.843293358863247
Haringey,E09000014,2020-12-08,2021-04-11,1st dose,55-59,12940,14900,0.8684563758389262
Harrow,E09000015,2020-12-08,2021-04-11,1st dose,55-59,13302,15458,0.8605252943459697
Havering,E09000016,2020-12-08,2021-04-11,1st dose,55-59,15335,16577,0.9250769137962237
Hillingdon,E09000017,2020-12-08,2021-04-11,1st dose,55-59,16502,17763,0.9290097393458312
Hounslow,E09000018,2020-12-08,2021-04-11,1st dose,55-59,14118,15062,0.9373257203558625
Islington,E09000019,2020-12-08,2021-04-11,1st dose,55-59,9763,11189,0.8725534006613639
Kensington and Chelsea,E09000020,2020-12-08,2021-04-11,1st dose,55-59,7648,9904,0.7722132471728594
Kingston upon Thames,E09000021,2020-12-08,2021-04-11,1st dose,55-59,9279,9929,0.9345351999194279
Lambeth,E09000022,2020-12-08,2021-04-11,1st dose,55-59,14521,17000,0.8541764705882353
Lewisham,E09000023,2020-12-08,2021-04-11,1st dose,55-59,14091,17200,0.8192441860465116
Merton,E09000024,2020-12-08,2021-04-11,1st dose,55-59,10862,11960,0.9081939799331104
Newham,E09000025,2020-12-08,2021-04-11,1st dose,55-59,13050,16142,0.8084500061950192
Redbridge,E09000026,2020-12-08,2021-04-11,1st dose,55-59,14369,16860,0.8522538552787663
Richmond upon Thames,E09000027,2020-12-08,2021-04-11,1st dose,55-59,12236,12899,0.9486006667183503
Southwark,E09000028,2020-12-08,2021-04-11,1st dose,55-59,14687,17494,0.8395449868526352
Sutton,E09000029,2020-12-08,2021-04-11,1st dose,55-59,12283,12825,0.957738791423002
Tower Hamlets,E09000030,2020-12-08,2021-04-11,1st dose,55-59,9163,11780,0.7778438030560272
Waltham Forest,E09000031,2020-12-08,2021-04-11,1st dose,55-59,12442,14542,0.8555907027919131
Wandsworth,E09000032,2020-12-08,2021-04-11,1st dose,55-59,13528,14896,0.9081632653061225
Westminster,E09000033,2020-12-08,2021-04-11,1st dose,55-59,9775,13888,0.7038450460829493
Barking and Dagenham,E09000002,2020-12-08,2021-04-11,1st dose,60-64,7315,7960,0.9189698492462312
Barnet,E09000003,2020-12-08,2021-04-11,1st dose,60-64,16970,18592,0.9127581755593803
Bexley,E09000004,2020-12-08,2021-04-11,1st dose,60-64,12575,12812,0.9815017171401811
Brent,E09000005,2020-12-08,2021-04-11,1st dose,60-64,13644,16425,0.8306849315068493
Bromley,E09000006,2020-12-08,2021-04-11,1st dose,60-64,16989,17053,0.9962469946636955
Camden,E09000007,2020-12-08,2021-04-11,1st dose,60-64,8133,10783,0.7542427895761847
Croydon,E09000008,2020-12-08,2021-04-11,1st dose,60-64,17208,19729,0.8722185615084393
Ealing,E09000009,2020-12-08,2021-04-11,1st dose,60-64,15199,16404,0.9265423067544502
Enfield,E09000010,2020-12-08,2021-04-11,1st dose,60-64,14758,15451,0.9551485340754644
Greenwich,E09000011,2020-12-08,2021-04-11,1st dose,60-64,10753,11717,0.9177263804728173
Hackney and City of London,E09000012,2020-12-08,2021-04-11,1st dose,60-64,8603,10083,0.8532182882078746
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-11,1st dose,60-64,6226,7321,0.8504302690889223
Haringey,E09000014,2020-12-08,2021-04-11,1st dose,60-64,9980,11088,0.90007215007215
Harrow,E09000015,2020-12-08,2021-04-11,1st dose,60-64,12431,13566,0.9163349550346455
Havering,E09000016,2020-12-08,2021-04-11,1st dose,60-64,13683,13847,0.9881562793384848
Hillingdon,E09000017,2020-12-08,2021-04-11,1st dose,60-64,13823,14272,0.968539798206278
Hounslow,E09000018,2020-12-08,2021-04-11,1st dose,60-64,11955,12531,0.9540339956906871
Islington,E09000019,2020-12-08,2021-04-11,1st dose,60-64,7623,8421,0.9052369077306733
Kensington and Chelsea,E09000020,2020-12-08,2021-04-11,1st dose,60-64,6057,8102,0.7475931868674401
Kingston upon Thames,E09000021,2020-12-08,2021-04-11,1st dose,60-64,7631,8136,0.9379301868239921
Lambeth,E09000022,2020-12-08,2021-04-11,1st dose,60-64,11021,12007,0.9178812359456984
Lewisham,E09000023,2020-12-08,2021-04-11,1st dose,60-64,11074,12418,0.8917700112739572
Merton,E09000024,2020-12-08,2021-04-11,1st dose,60-64,9119,9285,0.9821217016693592
Newham,E09000025,2020-12-08,2021-04-11,1st dose,60-64,10714,12562,0.8528896672504378
Redbridge,E09000026,2020-12-08,2021-04-11,1st dose,60-64,12591,13914,0.9049159120310478
Richmond upon Thames,E09000027,2020-12-08,2021-04-11,1st dose,60-64,9592,10117,0.948107146387269
Southwark,E09000028,2020-12-08,2021-04-11,1st dose,60-64,11325,12755,0.8878871030968247
Sutton,E09000029,2020-12-08,2021-04-11,1st dose,60-64,9722,10118,0.960861830401265
Tower Hamlets,E09000030,2020-12-08,2021-04-11,1st dose,60-64,7440,9368,0.7941929974380871
Waltham Forest,E09000031,2020-12-08,2021-04-11,1st dose,60-64,10186,11507,0.885200312853046
Wandsworth,E09000032,2020-12-08,2021-04-11,1st dose,60-64,10659,11417,0.9336077778750985
Westminster,E09000033,2020-12-08,2021-04-11,1st dose,60-64,7910,11313,0.699195615663396
Barking and Dagenham,E09000002,2020-12-08,2021-04-11,1st dose,65-69,5271,5920,0.8903716216216216
Barnet,E09000003,2020-12-08,2021-04-11,1st dose,65-69,14031,15698,0.893808128424003
Bexley,E09000004,2020-12-08,2021-04-11,1st dose,65-69,10074,10353,0.9730512894813098
Brent,E09000005,2020-12-08,2021-04-11,1st dose,65-69,10705,12597,0.8498055092482337
Bromley,E09000006,2020-12-08,2021-04-11,1st dose,65-69,13744,14671,0.9368141230999932
Camden,E09000007,2020-12-08,2021-04-11,1st dose,65-69,6463,9112,0.7092844600526778
Croydon,E09000008,2020-12-08,2021-04-11,1st dose,65-69,13624,15576,0.8746789933230611
Ealing,E09000009,2020-12-08,2021-04-11,1st dose,65-69,12211,13679,0.8926822136121062
Enfield,E09000010,2020-12-08,2021-04-11,1st dose,65-69,11462,12344,0.9285482825664291
Greenwich,E09000011,2020-12-08,2021-04-11,1st dose,65-69,8374,8990,0.9314794215795328
Hackney and City of London,E09000012,2020-12-08,2021-04-11,1st dose,65-69,6487,7527,0.8618307426597582
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-11,1st dose,65-69,4925,5999,0.8209701616936156
Haringey,E09000014,2020-12-08,2021-04-11,1st dose,65-69,7614,8823,0.8629717783066984
Harrow,E09000015,2020-12-08,2021-04-11,1st dose,65-69,10621,11252,0.9439210806967651
