ltla_name,ltla_code,start_date,end_date,dose,age_band,vaccines,population,percent_vaccine
Havering,E09000016,2020-12-08,2021-04-11,1st dose,65-69,11073,11826,0.9363267376966007
Hillingdon,E09000017,2020-12-08,2021-04-11,1st dose,65-69,10967,11284,0.9719071251329315
Hounslow,E09000018,2020-12-08,2021-04-11,1st dose,65-69,9631,10368,0.9289158950617284
Islington,E09000019,2020-12-08,2021-04-11,1st dose,65-69,5740,6477,0.8862127528176625
Kensington and Chelsea,E09000020,2020-12-08,2021-04-11,1st dose,65-69,4931,7035,0.7009239516702204
Kingston upon Thames,E09000021,2020-12-08,2021-04-11,1st dose,65-69,6376,6902,0.9237902057374674
Lambeth,E09000022,2020-12-08,2021-04-11,1st dose,65-69,7772,8575,0.9063556851311954
Lewisham,E09000023,2020-12-08,2021-04-11,1st dose,65-69,7716,8735,0.8833428734974241
Merton,E09000024,2020-12-08,2021-04-11,1st dose,65-69,7250,7672,0.9449947862356621
Newham,E09000025,2020-12-08,2021-04-11,1st dose,65-69,7904,9208,0.8583840139009556
Redbridge,E09000026,2020-12-08,2021-04-11,1st dose,65-69,10291,11505,0.8944806605823555
Richmond upon Thames,E09000027,2020-12-08,2021-04-11,1st dose,65-69,7943,8790,0.9036405005688282
Southwark,E09000028,2020-12-08,2021-04-11,1st dose,65-69,7474,8555,0.8736411455289305
Sutton,E09000029,2020-12-08,2021-04-11,1st dose,65-69,8056,8431,0.9555212904756256
Tower Hamlets,E09000030,2020-12-08,2021-04-11,1st dose,65-69,5425,7146,0.7591659669745312
Waltham Forest,E09000031,2020-12-08,2021-04-11,1st dose,65-69,7677,8887,0.863846067289299
Wandsworth,E09000032,2020-12-08,2021-04-11,1st dose,65-69,8137,9258,0.8789155325124217
Westminster,E09000033,2020-12-08,2021-04-11,1st dose,65-69,6071,9731,0.6238824375706505
Barking and Dagenham,E09000002,2020-12-08,2021-04-11,1st dose,70-74,4311,4836,0.891439205955335
Barnet,E09000003,2020-12-08,2021-04-11,1st dose,70-74,13309,14410,0.9235947258848022
Bexley,E09000004,2020-12-08,2021-04-11,1st dose,70-74,10081,10250,0.9835121951219512
Brent,E09000005,2020-12-08,2021-04-11,1st dose,70-74,8564,9845,0.8698831894362621
Bromley,E09000006,2020-12-08,2021-04-11,1st dose,70-74,14804,15383,0.9623610479100305
Camden,E09000007,2020-12-08,2021-04-11,1st dose,70-74,6065,8603,0.7049866325700337
Croydon,E09000008,2020-12-08,2021-04-11,1st dose,70-74,12664,13362,0.9477623110312827
Ealing,E09000009,2020-12-08,2021-04-11,1st dose,70-74,10489,10855,0.9662828189774297
Enfield,E09000010,2020-12-08,2021-04-11,1st dose,70-74,10174,10921,0.9315996703598571
Greenwich,E09000011,2020-12-08,2021-04-11,1st dose,70-74,7440,8074,0.921476343819668
Hackney and City of London,E09000012,2020-12-08,2021-04-11,1st dose,70-74,5069,5876,0.8626616746085772
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-11,1st dose,70-74,4504,5365,0.8395153774464119
Haringey,E09000014,2020-12-08,2021-04-11,1st dose,70-74,6378,7154,0.8915292144254963
Harrow,E09000015,2020-12-08,2021-04-11,1st dose,70-74,9267,9792,0.9463848039215687
Havering,E09000016,2020-12-08,2021-04-11,1st dose,70-74,11607,11960,0.9704849498327759
Hillingdon,E09000017,2020-12-08,2021-04-11,1st dose,70-74,9901,10449,0.9475547899320509
Hounslow,E09000018,2020-12-08,2021-04-11,1st dose,70-74,8283,8538,0.9701335207308504
Islington,E09000019,2020-12-08,2021-04-11,1st dose,70-74,5020,5651,0.8883383471951867
Kensington and Chelsea,E09000020,2020-12-08,2021-04-11,1st dose,70-74,4710,6734,0.6994356994356994
Kingston upon Thames,E09000021,2020-12-08,2021-04-11,1st dose,70-74,6308,6460,0.9764705882352941
Lambeth,E09000022,2020-12-08,2021-04-11,1st dose,70-74,6127,6650,0.9213533834586466
Lewisham,E09000023,2020-12-08,2021-04-11,1st dose,70-74,6260,7101,0.8815659766230108
Merton,E09000024,2020-12-08,2021-04-11,1st dose,70-74,6525,6684,0.9762118491921006
Newham,E09000025,2020-12-08,2021-04-11,1st dose,70-74,5624,6507,0.8642999846319348
Redbridge,E09000026,2020-12-08,2021-04-11,1st dose,70-74,8982,9526,0.9428931345790468
Richmond upon Thames,E09000027,2020-12-08,2021-04-11,1st dose,70-74,8354,8506,0.9821302609922408
Southwark,E09000028,2020-12-08,2021-04-11,1st dose,70-74,5971,6822,0.875256523013779
Sutton,E09000029,2020-12-08,2021-04-11,1st dose,70-74,7993,8335,0.9589682063587283
Tower Hamlets,E09000030,2020-12-08,2021-04-11,1st dose,70-74,3966,4999,0.7933586717343468
Waltham Forest,E09000031,2020-12-08,2021-04-11,1st dose,70-74,6471,7494,0.8634907926341073
Wandsworth,E09000032,2020-12-08,2021-04-11,1st dose,70-74,7708,8167,0.9437982123178645
Westminster,E09000033,2020-12-08,2021-04-11,1st dose,70-74,5459,8237,0.6627412893043584
Barking and Dagenham,E09000002,2020-12-08,2021-04-11,1st dose,75-79,2960,3339,0.8864929619646601
Barnet,E09000003,2020-12-08,2021-04-11,1st dose,75-79,9767,10286,0.9495430682481042
Bexley,E09000004,2020-12-08,2021-04-11,1st dose,75-79,7496,7534,0.9949561985664985
Brent,E09000005,2020-12-08,2021-04-11,1st dose,75-79,6223,7339,0.8479356860607712
Bromley,E09000006,2020-12-08,2021-04-11,1st dose,75-79,10870,10705,1.0154133582438114
Camden,E09000007,2020-12-08,2021-04-11,1st dose,75-79,4534,5890,0.7697792869269949
Croydon,E09000008,2020-12-08,2021-04-11,1st dose,75-79,8916,9457,0.9427936977899968
Ealing,E09000009,2020-12-08,2021-04-11,1st dose,75-79,7345,7907,0.9289237384595928
Enfield,E09000010,2020-12-08,2021-04-11,1st dose,75-79,7474,8490,0.8803297997644287
Greenwich,E09000011,2020-12-08,2021-04-11,1st dose,75-79,5211,5356,0.9729275578790142
Hackney and City of London,E09000012,2020-12-08,2021-04-11,1st dose,75-79,3248,3981,0.8158754081888973
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-11,1st dose,75-79,3155,3731,0.845617796837309
Haringey,E09000014,2020-12-08,2021-04-11,1st dose,75-79,4335,4858,0.8923425277892136
Harrow,E09000015,2020-12-08,2021-04-11,1st dose,75-79,6986,7131,0.9796662459683074
Havering,E09000016,2020-12-08,2021-04-11,1st dose,75-79,8380,8453,0.9913640127765291
Hillingdon,E09000017,2020-12-08,2021-04-11,1st dose,75-79,7134,7522,0.9484179739431002
Hounslow,E09000018,2020-12-08,2021-04-11,1st dose,75-79,5687,5929,0.9591836734693877
Islington,E09000019,2020-12-08,2021-04-11,1st dose,75-79,3371,3865,0.8721862871927555
Kensington and Chelsea,E09000020,2020-12-08,2021-04-11,1st dose,75-79,3604,4786,0.7530296698704555
Kingston upon Thames,E09000021,2020-12-08,2021-04-11,1st dose,75-79,4377,4393,0.9963578420213977
Lambeth,E09000022,2020-12-08,2021-04-11,1st dose,75-79,4075,4809,0.8473695154917862
Lewisham,E09000023,2020-12-08,2021-04-11,1st dose,75-79,4509,5115,0.881524926686217
Merton,E09000024,2020-12-08,2021-04-11,1st dose,75-79,4463,4690,0.9515991471215351
Newham,E09000025,2020-12-08,2021-04-11,1st dose,75-79,3555,4733,0.7511092330445807
Redbridge,E09000026,2020-12-08,2021-04-11,1st dose,75-79,6239,6814,0.9156149104784268
Richmond upon Thames,E09000027,2020-12-08,2021-04-11,1st dose,75-79,5944,5656,1.050919377652051
Southwark,E09000028,2020-12-08,2021-04-11,1st dose,75-79,3922,4777,0.8210173749214988
Sutton,E09000029,2020-12-08,2021-04-11,1st dose,75-79,5668,5720,0.990909090909091
Tower Hamlets,E09000030,2020-12-08,2021-04-11,1st dose,75-79,2571,3465,0.741991341991342
Waltham Forest,E09000031,2020-12-08,2021-04-11,1st dose,75-79,4630,5223,0.8864637181696343
Wandsworth,E09000032,2020-12-08,2021-04-11,1st dose,75-79,5224,5700,0.9164912280701755
Westminster,E09000033,2020-12-08,2021-04-11,1st dose,75-79,4210,5656,0.7443422913719944
Barking and Dagenham,E09000002,2020-12-08,2021-04-11,1st dose,80+,4604,5685,0.8098504837291117
Barnet,E09000003,2020-12-08,2021-04-11,1st dose,80+,14745,16910,0.8719692489651094
Bexley,E09000004,2020-12-08,2021-04-11,1st dose,80+,11505,12831,0.8966565349544073
Brent,E09000005,2020-12-08,2021-04-11,1st dose,80+,9151,11307,0.8093216591491996
Bromley,E09000006,2020-12-08,2021-04-11,1st dose,80+,16552,17418,0.9502813181765989
Camden,E09000007,2020-12-08,2021-04-11,1st dose,80+,5894,8858,0.6653872205915556
Croydon,E09000008,2020-12-08,2021-04-11,1st dose,80+,13020,14802,0.8796108633968382
Ealing,E09000009,2020-12-08,2021-04-11,1st dose,80+,10617,12405,0.8558645707376058
Enfield,E09000010,2020-12-08,2021-04-11,1st dose,80+,11540,12809,0.9009290342727769
Greenwich,E09000011,2020-12-08,2021-04-11,1st dose,80+,6745,7939,0.8496032245874795
Hackney and City of London,E09000012,2020-12-08,2021-04-11,1st dose,80+,4270,5950,0.7176470588235294
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-11,1st dose,80+,4233,5274,0.8026166097838453
Haringey,E09000014,2020-12-08,2021-04-11,1st dose,80+,5943,7158,0.8302598491198658
Harrow,E09000015,2020-12-08,2021-04-11,1st dose,80+,10730,11813,0.9083213408956234
Havering,E09000016,2020-12-08,2021-04-11,1st dose,80+,12803,14470,0.8847961299239806
Hillingdon,E09000017,2020-12-08,2021-04-11,1st dose,80+,11137,12140,0.9173805601317957
Hounslow,E09000018,2020-12-08,2021-04-11,1st dose,80+,7747,8596,0.9012331316891578
Islington,E09000019,2020-12-08,2021-04-11,1st dose,80+,4392,5491,0.7998543070478965
Kensington and Chelsea,E09000020,2020-12-08,2021-04-11,1st dose,80+,4712,6494,0.7255928549430243
Kingston upon Thames,E09000021,2020-12-08,2021-04-11,1st dose,80+,6149,6990,0.8796852646638055
Lambeth,E09000022,2020-12-08,2021-04-11,1st dose,80+,5921,7466,0.7930618805250469
Lewisham,E09000023,2020-12-08,2021-04-11,1st dose,80+,6629,8037,0.8248102525818092
Merton,E09000024,2020-12-08,2021-04-11,1st dose,80+,6853,7421,0.923460450074114
Newham,E09000025,2020-12-08,2021-04-11,1st dose,80+,4998,6780,0.7371681415929203
Redbridge,E09000026,2020-12-08,2021-04-11,1st dose,80+,9646,11007,0.876351412737349
Richmond upon Thames,E09000027,2020-12-08,2021-04-11,1st dose,80+,7827,8440,0.9273696682464455
Southwark,E09000028,2020-12-08,2021-04-11,1st dose,80+,5520,6976,0.7912844036697247
Sutton,E09000029,2020-12-08,2021-04-11,1st dose,80+,8463,9136,0.9263353765323993
Tower Hamlets,E09000030,2020-12-08,2021-04-11,1st dose,80+,3945,5249,0.7515717279481806
Waltham Forest,E09000031,2020-12-08,2021-04-11,1st dose,80+,6561,8376,0.7833094555873925
Wandsworth,E09000032,2020-12-08,2021-04-11,1st dose,80+,7443,8501,0.8755440536407482
Westminster,E09000033,2020-12-08,2021-04-11,1st dose,80+,5627,9004,0.6249444691248334
Barking and Dagenham,E09000002,2020-12-08,2021-04-11,1st dose,Under 50,24794,104157,0.23804449052872106
Barnet,E09000003,2020-12-08,2021-04-11,1st dose,Under 50,55760,187000,0.29818181818181816
Bexley,E09000004,2020-12-08,2021-04-11,1st dose,Under 50,28385,109463,0.25931136548422756
Brent,E09000005,2020-12-08,2021-04-11,1st dose,Under 50,47271,162117,0.29158570661929345
Bromley,E09000006,2020-12-08,2021-04-11,1st dose,Under 50,35858,142938,0.2508640109697911
Camden,E09000007,2020-12-08,2021-04-11,1st dose,Under 50,28815,150931,0.19091505389880145
Croydon,E09000008,2020-12-08,2021-04-11,1st dose,Under 50,41526,175060,0.2372100993944933
Ealing,E09000009,2020-12-08,2021-04-11,1st dose,Under 50,42000,163390,0.2570536752555236
Enfield,E09000010,2020-12-08,2021-04-11,1st dose,Under 50,54455,154260,0.35300790872552834
Greenwich,E09000011,2020-12-08,2021-04-11,1st dose,Under 50,36875,149543,0.24658459439759803
Hackney and City of London,E09000012,2020-12-08,2021-04-11,1st dose,Under 50,30320,169053,0.17935203752669282
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-11,1st dose,Under 50,23127,101842,0.22708705642073015
Haringey,E09000014,2020-12-08,2021-04-11,1st dose,Under 50,31768,142612,0.22275825316242673
Harrow,E09000015,2020-12-08,2021-04-11,1st dose,Under 50,38401,112986,0.3398739666861381
Havering,E09000016,2020-12-08,2021-04-11,1st dose,Under 50,29637,112279,0.2639585318714987
Hillingdon,E09000017,2020-12-08,2021-04-11,1st dose,Under 50,40379,146830,0.275005107947967
Hounslow,E09000018,2020-12-08,2021-04-11,1st dose,Under 50,34491,133725,0.2579248457655637
Islington,E09000019,2020-12-08,2021-04-11,1st dose,Under 50,26474,149650,0.17690611426662212
Kensington and Chelsea,E09000020,2020-12-08,2021-04-11,1st dose,Under 50,15788,75837,0.20818334058572993
Kingston upon Thames,E09000021,2020-12-08,2021-04-11,1st dose,Under 50,19334,87129,0.22190085964489434
Lambeth,E09000022,2020-12-08,2021-04-11,1st dose,Under 50,43071,193905,0.22212423609499496
Lewisham,E09000023,2020-12-08,2021-04-11,1st dose,Under 50,33472,164862,0.2030304133153789
Merton,E09000024,2020-12-08,2021-04-11,1st dose,Under 50,25224,101582,0.2483117087673013
Newham,E09000025,2020-12-08,2021-04-11,1st dose,Under 50,45717,199892,0.22870850259139935
Redbridge,E09000026,2020-12-08,2021-04-11,1st dose,Under 50,38463,148315,0.25933317601051814
Richmond upon Thames,E09000027,2020-12-08,2021-04-11,1st dose,Under 50,19744,87144,0.22656752042596162
Southwark,E09000028,2020-12-08,2021-04-11,1st dose,Under 50,37488,182180,0.205774508727632
Sutton,E09000029,2020-12-08,2021-04-11,1st dose,Under 50,25808,92904,0.27779212951003185
Tower Hamlets,E09000030,2020-12-08,2021-04-11,1st dose,Under 50,41444,202323,0.20484077440528264
Waltham Forest,E09000031,2020-12-08,2021-04-11,1st dose,Under 50,30803,142624,0.2159734687009199
Wandsworth,E09000032,2020-12-08,2021-04-11,1st dose,Under 50,45000,194071,0.2318739018194372
Westminster,E09000033,2020-12-08,2021-04-11,1st dose,Under 50,25902,142730,0.181475513206754
Barking and Dagenham,E09000002,2020-12-08,2021-04-18,1st dose,45-49,8006,14291,0.5602127212931215
Barnet,E09000003,2020-12-08,2021-04-18,1st dose,45-49,18316,27600,0.6636231884057971
Bexley,E09000004,2020-12-08,2021-04-18,1st dose,45-49,9925,16492,0.6018069366965801
Brent,E09000005,2020-12-08,2021-04-18,1st dose,45-49,14255,21218,0.6718352342350834
Bromley,E09000006,2020-12-08,2021-04-18,1st dose,45-49,14179,24249,0.5847251433048786
Camden,E09000007,2020-12-08,2021-04-18,1st dose,45-49,8463,17271,0.4900121591106479
Croydon,E09000008,2020-12-08,2021-04-18,1st dose,45-49,13097,25813,0.5073800023244102
Ealing,E09000009,2020-12-08,2021-04-18,1st dose,45-49,14515,24550,0.5912423625254583
Enfield,E09000010,2020-12-08,2021-04-18,1st dose,45-49,15743,22528,0.6988192471590909
Greenwich,E09000011,2020-12-08,2021-04-18,1st dose,45-49,12579,19416,0.647867737948084
Hackney and City of London,E09000012,2020-12-08,2021-04-18,1st dose,45-49,8719,17344,0.5027098708487084
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-18,1st dose,45-49,7327,13215,0.5544457056375331
Haringey,E09000014,2020-12-08,2021-04-18,1st dose,45-49,12057,19182,0.6285580231467001
Harrow,E09000015,2020-12-08,2021-04-18,1st dose,45-49,9776,16359,0.5975915398251727
Havering,E09000016,2020-12-08,2021-04-18,1st dose,45-49,8988,16115,0.5577412348743407
Hillingdon,E09000017,2020-12-08,2021-04-18,1st dose,45-49,11992,19994,0.599779933980194
Hounslow,E09000018,2020-12-08,2021-04-18,1st dose,45-49,10782,18792,0.5737547892720306
Islington,E09000019,2020-12-08,2021-04-18,1st dose,45-49,7551,13484,0.5599970335212103
Kensington and Chelsea,E09000020,2020-12-08,2021-04-18,1st dose,45-49,5834,11252,0.518485602559545
Kingston upon Thames,E09000021,2020-12-08,2021-04-18,1st dose,45-49,6300,13025,0.4836852207293666
Lambeth,E09000022,2020-12-08,2021-04-18,1st dose,45-49,12817,19861,0.6453350787976436
Lewisham,E09000023,2020-12-08,2021-04-18,1st dose,45-49,10553,21262,0.49633148339761074
Merton,E09000024,2020-12-08,2021-04-18,1st dose,45-49,8195,14412,0.5686233694143769
Newham,E09000025,2020-12-08,2021-04-18,1st dose,45-49,12066,21123,0.5712256781707143
Redbridge,E09000026,2020-12-08,2021-04-18,1st dose,45-49,11417,20208,0.5649742676167855
Richmond upon Thames,E09000027,2020-12-08,2021-04-18,1st dose,45-49,9014,16642,0.5416416296118255
Southwark,E09000028,2020-12-08,2021-04-18,1st dose,45-49,11011,20036,0.5495607905769615
Sutton,E09000029,2020-12-08,2021-04-18,1st dose,45-49,8283,15486,0.5348702053467648
Tower Hamlets,E09000030,2020-12-08,2021-04-18,1st dose,45-49,9943,18383,0.5408801610183321
Waltham Forest,E09000031,2020-12-08,2021-04-18,1st dose,45-49,9896,18836,0.5253769377787216
Wandsworth,E09000032,2020-12-08,2021-04-18,1st dose,45-49,13110,20562,0.6375838926174496
Westminster,E09000033,2020-12-08,2021-04-18,1st dose,45-49,8459,17613,0.48027025492533926
Barking and Dagenham,E09000002,2020-12-08,2021-04-18,1st dose,50-54,10832,12493,0.8670455455054831
Barnet,E09000003,2020-12-08,2021-04-18,1st dose,50-54,20930,25906,0.8079209449548367
Bexley,E09000004,2020-12-08,2021-04-18,1st dose,50-54,14976,17554,0.8531388857240515
Brent,E09000005,2020-12-08,2021-04-18,1st dose,50-54,16944,20601,0.8224843454201253
Bromley,E09000006,2020-12-08,2021-04-18,1st dose,50-54,21169,24638,0.85920123386638525
Camden,E09000007,2020-12-08,2021-04-18,1st dose,50-54,11053,15685,0.7046860057379662
Croydon,E09000008,2020-12-08,2021-04-18,1st dose,50-54,20808,27372,0.7601928978518194
Ealing,E09000009,2020-12-08,2021-04-18,1st dose,50-54,19965,22964,0.8694042849677757
Enfield,E09000010,2020-12-08,2021-04-18,1st dose,50-54,18103,23032,0.78599340048628
Greenwich,E09000011,2020-12-08,2021-04-18,1st dose,50-54,14838,17879,0.8299121874825214
Hackney and City of London,E09000012,2020-12-08,2021-04-18,1st dose,50-54,12094,15801,0.7653945952787798
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-18,1st dose,50-54,9609,11813,0.813425886734953
Haringey,E09000014,2020-12-08,2021-04-18,1st dose,50-54,14170,18035,0.7856944829498198
Harrow,E09000015,2020-12-08,2021-04-18,1st dose,50-54,13458,15752,0.8543676993397664
Havering,E09000016,2020-12-08,2021-04-18,1st dose,50-54,15094,17477,0.8636493677404589
Hillingdon,E09000017,2020-12-08,2021-04-18,1st dose,50-54,17297,19384,0.8923338836153528
Hounslow,E09000018,2020-12-08,2021-04-18,1st dose,50-54,15695,17241,0.91033002726059975
Islington,E09000019,2020-12-08,2021-04-18,1st dose,50-54,10495,13271,0.7908220932861125
Kensington and Chelsea,E09000020,2020-12-08,2021-04-18,1st dose,50-54,7966,10961,0.726758507435453
Kingston upon Thames,E09000021,2020-12-08,2021-04-18,1st dose,50-54,10382,11645,0.8915414340918849
Lambeth,E09000022,2020-12-08,2021-04-18,1st dose,50-54,15923,19322,0.8240865334851465
Lewisham,E09000023,2020-12-08,2021-04-18,1st dose,50-54,15031,19642,0.765247938091844
Merton,E09000024,2020-12-08,2021-04-18,1st dose,50-54,12131,13796,0.8793128443026964
Newham,E09000025,2020-12-08,2021-04-18,1st dose,50-54,15567,19171,0.8120077199937406
Redbridge,E09000026,2020-12-08,2021-04-18,1st dose,50-54,15412,18783,0.8205292019379226
Richmond upon Thames,E09000027,2020-12-08,2021-04-18,1st dose,50-54,13465,14847,0.9069172223344784
Southwark,E09000028,2020-12-08,2021-04-18,1st dose,50-54,16079,19727,0.8150757844578497
Sutton,E09000029,2020-12-08,2021-04-18,1st dose,50-54,12766,14977,0.8523736395806903
Tower Hamlets,E09000030,2020-12-08,2021-04-18,1st dose,50-54,11501,14858,0.7740611118589312
Waltham Forest,E09000031,2020-12-08,2021-04-18,1st dose,50-54,13782,17548,0.7853886482790061
Wandsworth,E09000032,2020-12-08,2021-04-18,1st dose,50-54,15634,18164,0.8607134992292447
Westminster,E09000033,2020-12-08,2021-04-18,1st dose,50-54,10595,16678,0.6352680177479314
Barking and Dagenham,E09000002,2020-12-08,2021-04-18,1st dose,55-59,9440,10535,0.8960607498813479
Barnet,E09000003,2020-12-08,2021-04-18,1st dose,55-59,19652,22509,0.8730729930250122
Bexley,E09000004,2020-12-08,2021-04-18,1st dose,55-59,14961,16171,0.9251746954424587
Brent,E09000005,2020-12-08,2021-04-18,1st dose,55-59,15838,19243,0.8230525385854597
Bromley,E09000006,2020-12-08,2021-04-18,1st dose,55-59,20439,21769,0.9389039459782259
Camden,E09000007,2020-12-08,2021-04-18,1st dose,55-59,9815,13034,0.7530305355224797
Croydon,E09000008,2020-12-08,2021-04-18,1st dose,55-59,20884,25680,0.8132398753894081
Ealing,E09000009,2020-12-08,2021-04-18,1st dose,55-59,18267,19705,0.9270235980715554
Enfield,E09000010,2020-12-08,2021-04-18,1st dose,55-59,17747,20350,0.8720884520884521
Greenwich,E09000011,2020-12-08,2021-04-18,1st dose,55-59,13454,15300,0.8793464052287582
Hackney and City of London,E09000012,2020-12-08,2021-04-18,1st dose,55-59,11065,12981,0.852399661043063
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-18,1st dose,55-59,8438,9923,0.8503476771137761
Haringey,E09000014,2020-12-08,2021-04-18,1st dose,55-59,12993,14900,0.8720134228187919
Harrow,E09000015,2020-12-08,2021-04-18,1st dose,55-59,13356,15458,0.8640186311295123
